idno,psu,stratify,TVTOT,TRSTPLC,VOTE,LRSCALE,STFLIFE,STFECO,STFGOV,HEALTH,GNDR,AGEA,EISCED,DWEIGHT,PSPWGHT,male,agecat,marcat,voted_lastelection,lr3cat
4882,321,Volga FO,3,3,1,6,3,6,6,2,1,48,5,1.07,1.18,1,3,1,1,3
4883,321,Volga FO,4,1,1,4,2,7,4,3,2,75,1,0.53,0.76,0,4,2,1,1
4884,321,Volga FO,5,2,1,6,8,6,5,4,1,51,4,1.07,1.18,1,3,1,1,3
4885,321,Volga FO,4,2,1,7,9,6,6,3,2,73,2,0.53,0.76,0,4,2,1,3
4886,321,Volga FO,4,4,1,4,5,7,7,3,1,68,2,1.6,1.8,1,4,1,1,1
4890,321,Volga FO,4,6,2,7,8,7,5,5,2,69,4,0.53,0.42,0,4,2,0,3
4891,321,Volga FO,2,,1,6,4,5,6,2,2,61,7,2.14,1.11,0,4,1,1,3
4892,321,Volga FO,0,1,2,4,5,5,5,5,1,79,2,0.31,0.35,1,4,2,0,1
4893,321,Volga FO,3,1,1,7,2,0,5,2,1,22,5,0.94,0.81,1,1,3,1,3
4894,321,Volga FO,7,1,2,0,0,0,0,4,2,71,2,0.31,0.45,0,4,2,0,1
4895,321,Volga FO,5,5,1,5,7,2,5,3,2,43,5,0.63,0.41,0,2,1,1,2
4896,321,Volga FO,1,10,2,10,10,8,6,3,2,31,2,0.63,0.66,0,2,3,0,3
4897,321,Volga FO,7,5,2,9,5,2,3,3,1,44,4,1.26,1.39,1,2,1,0,3
4901,322,Volga FO,6,5,2,5,10,2,5,3,2,47,4,0.37,0.24,0,3,2,0,2
4902,322,Volga FO,7,1,1,3,0,0,0,3,1,51,7,0.74,0.58,1,3,1,1,1
4903,322,Volga FO,2,5,1,88,5,4,5,2,2,48,5,1.48,0.96,0,3,1,1,
4904,322,Volga FO,4,8,1,5,4,6,3,3,1,50,5,0.74,0.82,1,3,1,1,2
4905,322,Volga FO,1,8,1,88,2,2,,4,2,86,2,0.37,0.53,0,4,2,1,
4906,322,Volga FO,4,2,1,8,6,1,1,3,2,58,7,0.74,0.38,0,3,1,1,3
4907,322,Volga FO,5,2,1,88,,1,1,3,1,36,5,1.11,1.23,1,2,2,1,
4909,322,Volga FO,3,1,2,5,4,1,1,3,1,54,7,1.11,0.86,1,3,1,0,2
4910,322,Volga FO,2,1,2,5,5,4,4,3,1,51,7,1.11,0.86,1,3,1,0,2
4911,322,Volga FO,4,3,1,5,5,1,1,3,1,63,7,0.74,0.87,1,4,1,1,2
4912,322,Volga FO,0,0,1,6,0,0,0,4,1,26,4,1.48,1.27,1,1,3,1,3
4913,322,Volga FO,7,1,2,88,3,0,0,4,1,62,2,0.37,0.41,1,4,2,0,
4921,322,Volga FO,3,2,1,88,10,4,,3,1,71,2,1.47,1.65,1,4,1,1,
4922,322,Volga FO,7,5,1,88,8,3,1,3,2,62,2,2.21,3.14,0,4,2,1,
4923,322,Volga FO,5,5,1,0,0,4,4,3,1,21,5,2.95,2.53,1,1,3,1,1
4924,322,Volga FO,1,3,1,5,5,3,2,3,2,42,5,2.21,1.43,0,2,1,1,2
4925,322,Volga FO,4,9,1,6,7,5,8,3,1,71,1,1.47,1.65,1,4,1,1,3
4926,322,Volga FO,,,1,88,4,4,4,3,2,71,1,1.47,2.1,0,4,1,1,
4931,323,Volga FO,7,8,2,88,6,8,7,2,1,44,4,1.48,1.64,1,2,1,0,
4932,323,Volga FO,6,3,1,5,6,7,7,2,1,28,4,1.11,0.95,1,1,1,1,2
4933,323,Volga FO,2,5,1,88,6,5,7,3,2,29,7,0.37,0.33,0,1,2,1,
4934,323,Volga FO,3,0,1,5,5,3,3,3,2,46,5,0.74,0.48,0,3,1,1,2
4935,323,Volga FO,6,7,1,5,7,6,5,2,2,28,7,1.48,1.3,0,1,1,1,2
4936,323,Volga FO,3,7,1,5,9,8,8,2,1,51,7,1.11,0.86,1,3,1,1,2
4937,323,Volga FO,5,10,1,88,8,7,7,3,2,77,5,1.85,1.45,0,4,2,1,
4938,323,Volga FO,1,3,1,0,5,2,3,2,2,42,4,1.11,0.72,0,2,1,1,1
4939,323,Volga FO,5,7,1,0,5,8,8,3,1,71,5,0.74,0.6,1,4,1,1,1
4940,323,Volga FO,6,6,1,88,6,6,6,3,2,56,4,0.74,0.58,0,3,1,1,
4941,323,Volga FO,4,8,1,5,10,8,8,1,1,25,7,1.11,1.07,1,1,3,1,2
4942,323,Volga FO,3,7,1,88,7,7,8,3,2,43,5,1.48,0.96,0,2,1,1,
4951,323,Volga FO,3,1,2,3,5,1,2,3,1,58,4,2.55,2.06,1,3,1,0,1
4952,323,Volga FO,4,3,1,5,4,3,3,3,2,50,4,1.27,0.82,0,3,1,1,2
4953,323,Volga FO,6,5,1,5,9,3,3,3,1,68,4,3.82,3.08,1,4,1,1,2
4954,323,Volga FO,0,0,1,5,0,0,0,3,1,33,2,1.27,1.56,1,2,3,1,2
4955,323,Volga FO,2,1,2,4,7,3,3,2,1,25,7,3.82,3.66,1,1,3,0,1
4956,323,Volga FO,2,1,2,5,8,3,0,3,2,60,4,0.64,0.5,0,4,3,0,2
4957,323,Volga FO,,3,1,2,9,3,2,3,2,64,7,0.64,0.33,0,4,2,1,1
4962,324,Volga FO,7,1,1,88,3,2,3,5,1,65,2,1.06,1.19,1,4,1,1,
4963,324,Volga FO,3,1,2,5,1,0,3,3,2,46,5,1.59,1.03,0,3,2,0,2
4964,324,Volga FO,0,1,3,3,7,4,2,1,2,18,5,1.06,0.8,0,1,3,0,1
4965,324,Volga FO,3,5,1,1,0,,0,4,2,80,1,1.06,1.51,0,4,1,1,1
4966,324,Volga FO,,4,1,88,8,5,3,4,2,64,7,1.06,0.55,0,4,1,1,
4969,324,Volga FO,3,1,1,6,2,1,1,3,1,58,4,1.59,1.29,1,3,2,1,3
4970,324,Volga FO,5,5,1,1,10,5,5,2,2,74,5,0.53,0.41,0,4,2,1,1
4981,324,Volga FO,5,4,3,88,7,,3,2,1,16,2,2.13,2.6,1,1,3,0,
4983,324,Volga FO,6,4,1,88,10,,2,4,2,64,5,1.69,1.32,0,4,1,1,
4984,324,Volga FO,7,3,1,88,0,1,2,3,1,41,5,1.12,1.24,1,2,1,1,
4985,324,Volga FO,7,0,2,5,4,3,5,3,2,57,7,0.56,0.29,0,3,2,0,2
4986,324,Volga FO,7,7,1,8,9,4,7,3,2,38,5,1.12,0.73,0,2,1,1,3
4988,324,Volga FO,7,1,1,5,10,0,0,3,2,60,4,1.12,0.88,0,4,1,1,2
4989,324,Volga FO,7,0,1,88,5,,0,3,1,57,4,1.12,0.91,1,3,1,1,
4990,324,Volga FO,6,2,1,88,8,5,8,3,1,56,5,2.25,1.82,1,3,1,1,
5001,325,Volga FO,3,3,1,88,,7,,2,1,30,7,1.99,1.9,1,2,1,1,
5002,325,Volga FO,2,8,1,5,9,3,5,2,1,24,5,1.99,1.7,1,1,1,1,2
5003,325,Volga FO,4,10,1,88,6,3,3,3,2,43,4,0.99,0.64,0,2,2,1,
5005,325,Volga FO,4,3,1,88,7,3,5,2,2,40,7,0.99,0.61,0,2,1,1,
5006,325,Volga FO,3,5,1,5,5,5,5,3,2,50,2,1.49,1.47,0,3,2,1,2
5007,325,Volga FO,4,5,1,5,5,1,5,3,2,51,2,1.99,1.96,0,3,1,1,2
5008,325,Volga FO,3,3,1,8,2,3,4,3,2,52,2,0.99,0.98,0,3,1,1,3
5009,325,Volga FO,1,5,1,88,8,5,4,3,1,59,5,1.49,1.2,1,3,1,1,
5021,325,Volga FO,4,,1,88,6,,,3,1,80,1,1.12,1.25,1,4,1,1,
5022,325,Volga FO,3,4,1,5,7,7,6,2,2,46,4,2.79,1.8,0,3,1,1,2
5023,325,Volga FO,0,4,1,7,9,3,1,2,1,19,5,2.23,1.91,1,1,3,1,3
5024,325,Volga FO,1,1,3,5,7,1,2,2,2,18,2,2.79,2.92,0,1,3,0,2
5025,325,Volga FO,3,6,1,5,7,4,4,2,2,33,4,1.67,1.26,0,2,2,1,2
5027,325,Volga FO,5,6,1,88,,,6,3,1,66,1,1.67,1.87,1,4,1,1,
5028,325,Volga FO,4,2,1,7,6,5,3,3,1,50,7,2.79,2.17,1,3,1,1,3
5029,325,Volga FO,0,2,2,4,6,6,7,3,2,25,4,1.67,1.26,0,1,1,0,1
5042,411807,South FO,7,2,1,5,2,5,6,4,2,45,4,1.4,1.24,0,3,1,1,2
5046,411807,South FO,6,1,1,5,5,3,5,3,2,56,5,0.93,1,0,3,1,1,2
5047,411807,South FO,6,5,1,5,5,7,5,4,2,82,2,0.47,0.91,0,4,2,1,2
5048,411807,South FO,7,3,1,3,9,2,6,3,2,76,7,0.93,0.66,0,4,1,1,1
5049,411807,South FO,7,7,1,5,5,2,5,3,2,52,4,0.47,0.41,0,3,1,1,2
5050,411807,South FO,3,1,2,6,5,3,2,2,2,21,4,0.93,0.97,0,1,3,0,3
5051,411807,South FO,6,1,1,6,8,7,7,2,1,22,4,0.93,1.1,1,1,3,1,3
5054,411807,South FO,6,1,1,3,8,4,3,4,1,76,5,0.47,0.52,1,4,2,1,1
5057,411807,South FO,3,1,2,5,9,3,5,3,2,40,5,0.47,0.41,0,2,2,0,2
5060,412807,South FO,0,6,1,5,7,3,4,3,1,26,7,0.34,0.45,1,1,3,1,2
5062,412807,South FO,2,5,,5,10,0,3,2,1,27,5,1.02,1.2,1,1,3,,2
5063,412807,South FO,5,1,1,7,7,2,2,2,2,37,7,1.02,0.85,0,2,1,1,3
5068,412807,South FO,0,3,1,5,10,5,4,2,1,28,6,0.68,0.89,1,1,1,1,2
5069,412807,South FO,4,5,1,10,4,4,5,1,1,24,5,0.68,0.8,1,1,3,1,3
5070,412807,South FO,4,5,2,2,7,4,4,3,2,34,5,1.7,1.76,0,2,2,0,1
5073,412807,South FO,1,8,3,10,2,0,0,2,1,16,2,1.02,1.71,1,1,3,0,3
5075,412807,South FO,1,5,2,5,1,0,1,3,2,38,7,0.34,0.28,0,2,2,0,2
5078,411807,South FO,4,0,1,0,5,0,0,3,1,79,7,0.47,0.75,1,4,2,1,1
5086,412807,South FO,6,4,1,5,8,7,8,2,1,46,5,0.68,1.03,1,3,1,1,2
5112,421807,South FO,3,4,3,4,7,4,4,2,2,18,4,1.1,1.14,0,1,3,0,1
5114,421807,South FO,4,3,1,88,7,1,3,4,2,84,5,0.55,0.59,0,4,2,1,
5117,421807,South FO,2,2,2,6,7,3,2,1,2,45,7,1.65,1.38,0,3,2,0,3
5119,421807,South FO,7,2,1,6,3,4,3,3,2,21,6,1.1,1.32,0,1,3,1,3
5124,422807,South FO,1,2,1,5,5,2,1,3,2,39,5,0.69,0.62,0,2,2,1,2
5125,422807,South FO,2,0,1,5,7,1,1,2,2,44,4,1.39,1.23,0,2,1,1,2
5127,422807,South FO,4,1,1,5,3,4,3,3,2,50,7,1.04,0.87,0,3,1,1,2
5128,422807,South FO,3,7,3,5,9,6,8,3,2,18,4,0.69,0.72,0,1,3,0,2
5131,422807,South FO,7,3,1,5,10,5,5,3,2,60,5,0.35,0.37,0,4,2,1,2
5133,422807,South FO,6,4,1,5,4,3,3,4,2,57,7,1.04,0.74,0,3,2,1,2
5136,422807,South FO,5,1,1,88,6,1,0,3,1,81,5,0.69,0.77,1,4,1,1,
5139,422807,South FO,5,1,1,88,7,2,3,2,2,32,7,0.35,0.42,0,2,2,1,
5140,422807,South FO,2,0,1,88,8,0,0,2,1,32,4,0.69,0.82,1,2,1,1,
5147,422807,South FO,2,1,2,10,7,4,6,2,1,27,7,1.04,1.37,1,1,3,0,3
5149,422807,South FO,4,0,2,88,7,0,0,2,1,52,4,0.35,0.52,1,3,2,0,
5150,421807,South FO,3,3,1,88,5,3,6,2,2,38,7,1.1,0.92,0,2,1,1,
5151,421807,South FO,4,6,1,5,7,3,7,2,2,39,7,1.65,1.38,0,2,1,1,2
5201,401,South FO,2,3,1,6,5,5,5,2,2,22,5,0.79,0.81,0,1,3,1,3
5202,401,South FO,5,3,2,4,6,6,5,2,2,20,5,1.57,1.63,0,1,3,0,1
5204,401,South FO,4,4,2,5,5,4,4,2,2,22,7,1.57,1.89,0,1,3,0,2
5206,401,South FO,6,4,2,5,6,6,6,2,2,20,5,0.39,0.41,0,1,3,0,2
5208,401,South FO,0,0,2,88,7,3,4,3,1,24,5,0.79,0.92,1,1,3,0,
5209,401,South FO,3,7,1,5,5,5,5,2,1,25,7,0.39,0.52,1,1,3,1,2
5210,401,South FO,3,9,1,88,10,8,8,2,1,48,7,1.18,1.26,1,3,1,1,
5212,401,South FO,4,4,1,6,6,6,6,2,2,22,5,1.18,1.22,0,1,3,1,3
5214,401,South FO,0,0,3,5,7,6,2,1,1,18,4,0.6,0.7,1,1,3,0,2
5215,401,South FO,4,6,1,5,9,4,4,2,1,19,4,0.6,0.7,1,1,3,1,2
5216,401,South FO,5,4,1,8,7,6,6,2,1,19,4,0.6,0.7,1,1,3,1,3
5217,401,South FO,0,5,3,7,6,4,5,2,1,18,4,0.6,0.7,1,1,3,0,3
5218,401,South FO,0,6,3,8,8,5,6,2,1,18,4,0.6,0.7,1,1,3,0,3
5220,401,South FO,0,0,1,5,10,2,4,2,1,21,4,0.6,0.7,1,1,3,1,2
5221,401,South FO,1,2,1,6,8,8,9,2,1,19,4,0.6,0.7,1,1,3,1,3
5222,401,South FO,5,0,2,8,3,1,0,3,1,21,5,0.6,0.7,1,1,3,0,3
5223,401,South FO,0,6,3,8,9,5,7,2,2,17,4,0.6,0.62,0,1,3,0,3
5226,401,South FO,5,7,2,7,5,4,5,2,2,28,7,1.19,1.43,0,1,1,0,3
5251,402,South FO,5,2,1,10,9,6,10,2,2,32,7,1.12,1.34,0,2,1,1,3
5252,402,South FO,7,2,1,5,7,3,3,3,2,60,4,1.12,1.2,0,4,1,1,2
5253,402,South FO,3,,2,88,4,2,7,4,2,76,2,0.56,1.09,0,4,2,0,
5254,402,South FO,,5,1,0,7,0,0,3,2,48,7,1.68,1.41,0,3,1,1,1
5255,402,South FO,6,5,1,7,5,2,6,3,1,75,7,1.68,2.71,1,4,1,1,3
5258,402,South FO,7,,3,88,5,2,4,3,2,17,2,1.68,2.41,0,1,3,0,
5259,402,South FO,7,1,1,0,3,0,0,4,2,72,7,0.56,0.4,0,4,2,1,1
5260,402,South FO,7,0,2,88,5,0,0,3,1,43,2,1.12,2.12,1,2,2,0,
5263,402,South FO,7,,3,88,9,,,1,2,15,2,0.94,1.35,0,1,3,0,
5264,402,South FO,5,5,1,88,4,4,7,4,2,76,1,0.94,1.84,0,4,2,1,
5266,402,South FO,7,,1,8,10,7,8,2,1,24,2,1.41,2.37,1,1,2,1,3
5267,402,South FO,5,4,1,3,5,4,3,3,2,49,4,0.47,0.42,0,3,2,1,1
5268,402,South FO,,5,1,88,3,5,7,3,2,53,4,1.41,1.25,0,3,1,1,
5269,402,South FO,6,8,1,10,7,7,8,3,2,34,7,0.47,0.57,0,2,2,1,3
5270,402,South FO,3,6,1,10,10,6,8,2,1,52,5,0.94,1.42,1,3,1,1,3
5271,402,South FO,5,4,2,88,7,8,,3,1,51,5,0.94,1.42,1,3,2,0,
5272,402,South FO,7,,1,88,7,3,5,4,2,89,1,0.47,0.92,0,4,2,1,
5273,402,South FO,7,,3,88,10,8,8,1,1,16,2,0.47,0.79,1,1,3,0,
5307,403,South FO,4,3,1,8,7,5,6,3,2,65,4,1.23,1.31,0,4,2,1,3
5308,403,South FO,1,2,1,88,5,5,6,3,1,34,7,0.61,0.81,1,2,1,1,
5309,403,South FO,2,7,1,88,7,4,5,3,2,60,7,0.61,0.43,0,4,1,1,
5313,403,South FO,7,4,1,8,9,5,7,4,2,73,1,0.31,0.6,0,4,2,1,3
5314,403,South FO,4,10,1,7,8,5,7,3,2,46,7,0.79,0.66,0,3,2,1,3
5315,403,South FO,2,4,1,7,8,7,7,3,1,52,5,0.79,1.19,1,3,1,1,3
5318,403,South FO,1,1,1,2,5,2,2,4,2,75,5,0.39,0.42,0,4,2,1,1
5319,403,South FO,3,6,2,9,8,8,6,4,2,84,1,0.39,0.77,0,4,2,0,3
5320,403,South FO,3,1,2,5,7,7,5,3,1,48,4,0.39,0.59,1,3,1,0,2
5321,403,South FO,2,5,1,9,4,3,2,3,1,51,4,0.79,1.19,1,3,1,1,3
5322,403,South FO,3,4,1,8,6,4,5,4,2,76,4,0.39,0.42,0,4,2,1,3
5323,403,South FO,7,5,1,5,8,1,5,3,2,75,7,0.39,0.28,0,4,2,1,2
5324,403,South FO,2,3,2,5,3,3,3,3,1,25,7,0.79,1.03,1,1,3,0,2
5326,403,South FO,3,2,1,88,8,7,7,2,2,44,5,0.79,0.7,0,2,1,1,
5327,403,South FO,2,4,1,5,7,6,5,2,1,29,4,0.61,0.72,1,1,1,1,2
5333,403,South FO,1,1,1,5,7,3,4,1,1,20,4,0.79,0.92,1,1,3,1,2
5352,404,South FO,4,7,1,7,6,3,8,2,2,23,7,1.08,1.3,0,1,3,1,3
5354,404,South FO,6,8,1,6,7,4,8,2,1,21,5,1.08,1.27,1,1,3,1,3
5355,404,South FO,6,7,1,9,7,4,7,2,2,48,5,0.72,0.64,0,3,1,1,3
5356,404,South FO,3,9,1,10,8,7,10,3,2,78,7,0.36,0.25,0,4,2,1,3
5357,404,South FO,4,6,1,4,8,4,6,2,1,40,7,0.36,0.38,1,2,2,1,1
5358,404,South FO,4,7,2,3,6,4,6,3,2,21,5,0.36,0.37,0,1,2,0,1
5359,404,South FO,5,8,1,7,7,3,7,3,2,62,5,0.72,0.77,0,4,1,1,3
5360,404,South FO,7,4,1,7,7,4,7,2,2,43,7,0.72,0.6,0,2,1,1,3
5361,404,South FO,7,6,1,8,7,4,5,2,2,22,5,1.44,1.49,0,1,3,1,3
5362,404,South FO,7,3,1,8,6,4,3,4,2,51,5,0.72,0.64,0,3,1,1,3
5364,404,South FO,6,6,2,3,3,2,3,3,2,44,4,1.03,0.92,0,2,1,0,1
5366,404,South FO,6,6,1,7,7,3,7,3,2,46,5,1.03,0.92,0,3,1,1,3
5368,404,South FO,5,8,1,7,8,4,7,3,2,22,4,1.55,1.6,0,1,2,1,3
5369,404,South FO,6,3,1,5,8,3,7,3,1,57,4,1.55,1.71,1,3,2,1,2
5370,404,South FO,6,6,1,7,8,6,8,3,1,49,5,1.55,2.34,1,3,1,1,3
5371,404,South FO,6,6,1,8,6,4,6,3,2,53,5,1.55,1.37,0,3,1,1,3
5374,404,South FO,7,6,1,7,7,5,7,2,2,42,5,0.52,0.46,0,2,2,1,3
5376,404,South FO,6,5,1,5,7,6,6,3,2,48,7,1.03,0.87,0,3,1,1,2
5401,405,South FO,4,3,1,8,7,5,5,3,2,48,4,0.61,0.54,0,3,1,1,3
5403,405,South FO,5,10,1,5,,4,7,3,1,31,5,0.61,0.72,1,2,1,1,2
5405,405,South FO,2,3,2,5,3,3,5,3,2,59,4,0.31,0.33,0,3,2,0,2
5406,405,South FO,2,8,1,10,9,5,9,3,2,55,5,0.92,0.98,0,3,1,1,3
5407,405,South FO,6,1,2,5,6,2,5,3,1,66,4,0.61,0.68,1,4,1,0,2
5414,405,South FO,5,0,2,88,5,3,3,2,2,32,5,0.92,0.95,0,2,3,0,
5415,405,South FO,6,0,1,5,6,2,3,3,2,35,7,1.01,0.85,0,2,1,1,2
5417,405,South FO,5,0,1,6,5,2,4,3,1,28,5,0.68,0.79,1,1,1,1,3
5418,405,South FO,3,0,1,88,5,3,2,3,1,52,7,0.68,0.72,1,3,1,1,
5420,405,South FO,6,2,1,88,6,2,3,2,2,31,7,1.35,1.62,0,2,3,1,
5421,405,South FO,3,3,2,88,7,3,3,2,1,36,7,0.68,0.72,1,2,2,0,
5423,405,South FO,1,0,2,88,3,3,3,4,1,43,5,1.01,1.53,1,2,1,0,
5424,405,South FO,3,3,2,88,7,3,3,2,1,37,7,0.68,0.72,1,2,2,0,
5425,405,South FO,7,1,1,8,5,3,7,4,1,77,4,0.34,0.37,1,4,2,1,3
5427,405,South FO,7,1,1,88,7,3,4,3,2,42,5,1.35,1.2,0,2,1,1,
5428,405,South FO,5,1,2,5,6,5,2,2,2,57,7,0.34,0.24,0,3,2,0,2
5451,406,South FO,7,8,1,8,8,8,9,2,2,59,5,0.78,0.84,0,3,1,1,3
5454,406,South FO,1,5,1,88,4,7,7,3,2,51,5,0.78,0.69,0,3,1,1,
5455,406,South FO,6,2,1,9,5,4,6,3,2,45,5,0.78,0.69,0,3,1,1,3
5456,406,South FO,7,1,1,88,2,5,7,3,1,29,5,0.78,0.92,1,1,3,1,
5457,406,South FO,1,7,1,8,2,4,6,3,2,60,7,0.39,0.28,0,4,2,1,3
5462,406,South FO,4,6,1,6,4,7,8,2,2,24,7,1.17,1.41,0,1,2,1,3
5463,406,South FO,0,2,2,3,4,,7,3,2,74,4,0.39,0.42,0,4,2,0,1
5464,406,South FO,7,6,1,88,3,4,4,4,2,67,4,0.36,0.38,0,4,2,1,
5465,406,South FO,6,4,2,88,3,8,7,3,2,58,5,0.36,0.38,0,3,2,0,
5466,406,South FO,3,5,2,88,6,8,8,3,2,52,5,1.8,1.59,0,3,1,0,
5468,406,South FO,3,4,2,6,4,3,6,3,1,59,7,0.72,1.16,1,3,1,0,3
5470,406,South FO,5,0,2,5,4,3,4,3,1,46,7,1.08,1.15,1,3,1,0,2
5471,406,South FO,7,8,1,7,7,9,9,3,1,86,2,0.36,0.55,1,4,2,1,3
5472,406,South FO,7,6,1,4,5,7,6,3,2,49,7,0.36,0.3,0,3,2,1,1
5473,406,South FO,7,7,1,88,8,,8,4,2,69,7,0.72,0.51,0,4,1,1,
5474,406,South FO,1,4,1,7,6,4,7,2,2,27,5,1.08,1.11,0,1,3,1,3
5501,407,South FO,3,2,1,3,3,2,3,3,2,55,7,0.39,0.28,0,3,2,1,1
5502,407,South FO,7,2,2,6,9,8,6,2,1,48,7,1.56,1.66,1,3,2,0,3
5504,407,South FO,4,0,2,7,8,4,4,3,1,28,7,1.56,2.04,1,1,1,0,3
5505,407,South FO,1,1,2,4,0,2,2,3,2,44,5,0.78,0.69,0,2,2,0,1
5506,407,South FO,7,6,1,8,8,9,7,1,2,28,5,0.78,0.8,0,1,1,1,3
5508,407,South FO,7,5,2,7,9,9,7,1,2,29,4,0.39,0.4,0,1,3,0,3
5509,407,South FO,7,10,1,5,7,2,5,1,2,29,5,0.78,0.8,0,1,3,1,2
5510,407,South FO,6,5,1,9,8,8,7,2,2,34,7,0.39,0.47,0,2,,1,3
5512,407,South FO,3,5,2,4,8,3,5,2,1,29,7,0.39,0.51,1,1,3,0,1
5514,407,South FO,3,1,3,6,8,8,5,2,2,15,2,1.88,2.7,0,1,3,0,3
5515,407,South FO,0,0,2,88,6,6,4,3,1,22,7,1.13,1.48,1,1,3,0,
5516,407,South FO,4,2,2,5,6,6,5,3,2,41,5,0.75,0.67,0,2,1,0,2
5517,407,South FO,5,0,2,88,3,4,5,3,1,55,7,1.13,1.82,1,3,1,0,
5519,407,South FO,6,6,2,5,4,5,5,1,2,40,4,1.13,1,0,2,1,0,2
5520,407,South FO,5,2,2,7,7,4,6,1,2,30,4,0.38,0.39,0,2,3,0,3
5521,407,South FO,7,3,2,7,8,6,4,1,2,68,2,1.13,2.2,0,4,2,0,3
5523,407,South FO,7,4,2,6,8,6,5,1,2,77,1,1.13,2.2,0,4,2,0,3
5551,408,South FO,7,3,2,5,5,5,6,1,1,26,5,1.72,2.02,1,1,1,0,2
5552,408,South FO,7,1,1,6,7,5,5,1,2,47,5,1.03,0.92,0,3,1,1,3
5553,408,South FO,7,2,2,6,7,5,6,1,2,42,5,0.69,0.61,0,2,1,0,3
5554,408,South FO,7,5,1,3,7,9,9,1,2,35,6,1.03,0.87,0,2,1,1,1
5555,408,South FO,4,6,1,4,6,3,8,3,2,58,4,1.38,1.47,0,3,1,1,1
5556,408,South FO,7,8,2,9,9,6,6,1,2,74,4,1.38,1.47,0,4,2,0,3
5557,408,South FO,7,1,1,4,6,5,4,2,2,70,5,0.69,0.74,0,4,1,1,1
5559,408,South FO,7,4,2,4,6,5,5,1,2,42,5,0.69,0.61,0,2,2,0,1
5560,408,South FO,4,5,1,10,9,8,5,2,1,60,6,0.69,1.11,1,4,1,1,3
5561,408,South FO,5,10,1,4,9,10,7,1,2,42,5,1.03,0.92,0,2,1,1,1
5562,408,South FO,7,5,1,6,7,6,5,1,2,26,4,0.69,0.71,0,1,1,1,3
5564,408,South FO,3,4,2,8,8,7,6,1,2,80,4,0.37,0.4,0,4,2,0,3
5565,408,South FO,7,5,2,6,9,9,8,1,1,59,4,0.37,0.41,1,3,2,0,3
5566,408,South FO,6,4,1,9,9,9,9,1,2,40,5,1.49,1.32,0,2,1,1,3
5569,408,South FO,7,2,1,5,5,4,5,1,1,57,5,0.37,0.41,1,3,2,1,2
5573,408,South FO,7,4,1,6,4,2,5,3,1,73,1,0.37,0.57,1,4,2,1,3
5574,408,South FO,4,4,2,8,8,8,5,1,1,26,5,0.37,0.44,1,1,3,0,3
5575,408,South FO,6,10,1,9,9,9,7,1,2,40,6,0.37,0.31,0,2,2,1,3
5603,409,South FO,7,5,1,0,3,0,0,4,2,72,4,0.31,0.33,0,4,2,1,1
5604,409,South FO,7,5,1,7,8,6,8,2,2,25,7,0.31,0.37,0,1,2,1,3
5605,409,South FO,7,6,1,6,8,3,4,4,1,50,4,0.62,0.94,1,3,1,1,3
5606,409,South FO,6,3,1,2,7,4,5,3,2,23,7,0.62,0.75,0,1,3,1,1
5607,409,South FO,6,,2,88,6,0,2,3,2,51,4,0.62,0.55,0,3,2,0,
5608,409,South FO,5,8,2,8,10,3,8,3,2,55,5,0.93,1,0,3,1,0,3
5609,409,South FO,7,0,2,88,6,1,1,2,2,54,5,0.31,0.28,0,3,2,0,
5610,409,South FO,7,2,1,5,7,2,3,2,2,53,7,0.31,0.26,0,3,2,1,2
5611,409,South FO,4,9,1,10,10,5,10,1,1,47,5,0.62,0.94,1,3,1,1,3
5612,409,South FO,4,6,1,88,8,7,7,2,1,35,2,0.62,1.18,1,2,1,1,
5613,409,South FO,7,5,1,88,5,2,2,5,2,77,5,0.31,0.33,0,4,2,1,
5614,409,South FO,4,9,1,10,10,8,10,3,2,45,7,0.62,0.52,0,3,1,1,3
5615,409,South FO,7,2,1,0,4,0,0,4,1,72,2,0.31,0.48,1,4,2,1,1
5621,409,South FO,5,7,1,9,8,7,7,2,2,26,5,0.84,0.87,0,1,1,1,3
5622,409,South FO,,,2,88,3,0,0,4,2,77,2,0.42,0.82,0,4,2,0,
5623,409,South FO,7,3,1,7,6,4,7,2,1,61,4,0.84,0.93,1,4,1,1,3
5624,409,South FO,6,6,1,5,8,6,5,2,1,49,7,1.26,1.34,1,3,1,1,2
5625,409,South FO,,4,1,88,5,5,6,4,2,74,2,0.42,0.82,0,4,2,1,
5626,409,South FO,6,,1,88,8,6,7,2,1,40,5,0.84,1.27,1,2,1,1,
5627,409,South FO,7,6,1,7,8,3,3,2,1,73,2,0.84,1.29,1,4,1,1,3
5629,409,South FO,6,3,1,0,5,4,3,4,1,36,5,0.42,0.63,1,2,2,1,1
5630,409,South FO,,,1,0,2,2,0,5,2,85,1,0.42,0.82,0,4,2,1,1
5631,409,South FO,7,0,1,88,3,0,0,4,2,68,4,0.42,0.45,0,4,3,1,
5642,410,South FO,6,1,2,6,4,4,6,3,2,40,5,0.93,0.82,0,2,2,0,3
5643,410,South FO,5,1,2,88,5,5,6,3,2,49,5,0.93,0.82,0,3,1,0,
5644,410,South FO,4,0,2,5,6,5,5,2,1,21,6,0.62,0.81,1,1,3,0,2
5646,410,South FO,7,1,1,7,6,6,7,3,1,49,5,0.31,0.47,1,3,2,1,3
